titel,name,email,zugang,quelle,status,link
"Kaufmann, Kauffrau für Marketingkommunikation - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kaufmann-kauffrau-marketingkommunikation/?utm_campaign=weiterbildung&utm_source=kursnet
BT - Berufliches Training,BTZ Chemnitz Berufliches Trainingszentrum - Einrichtung der BFW Leipzig gGmbH,info.chemnitz@bfw-leipzig.de,keine Angabe,bildungsanbieter,not sent,http://www.btz-chemnitz.de
"Kauffrau, Kaufmann für Groß- und Außenhandelsmanagement (Großhandel) - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kauffrau-kaufmann-gross-aussenhandelsmanagement-grosshandel/?utm_campaign=weiterbildung&utm_source=kursnet
"Betreuungskraft nach §§ 43b, 53b SGB XI mit Zusatzqualifikationen Ethik und Umgang mit psychischen Belastungen",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Sie müssen sich in einem mindestens fünftägigen Praktikum VOR Beginn des Kurses erproben. Hier sollen Sie als Interessent herausfinden, ob Ihnen die Arbeit mit demenzerkrankten, körperlich beeinträchtigten oder geistig behinderten Menschen Freude bereitet. Gute sprachliche Verständigung in Deutsch sowie PC-Grundkenntnisse sollten Sie mitbringen.</p><br/><br/><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/Z-P-2949-2?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=Z-P-2949-2
"Alltagsbegleiter - Betreuungskraft nach § 43b, 53c SGB XI",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/alltagsbegleiter-betreuungskraft-43b-53c/?utm_campaign=weiterbildung&utm_source=kursnet
Vorbereitung auf eine digitale Umschulung,faw Dessau,dessau@faw.de,"<p>- Sicherer Umgang mit dem PC<br/>- Das Speichern und Verwalten von Dateien, sowie die Bedienung von Windowsfenstern muss bekannt sein<br/>- Deutsch in Wort und Schrift (mindestens B2) </p>",bildungsanbieter,not sent,https://www.faw.de/kurs/eca-92358
Erwerb von Grundkompetenzen,Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,viona@lernstudio-barbarossa.de,<p>An der Maßnahme können Teilnehmer mit unterschiedlichen Zugangsvoraussetzungen teilnehmen. Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für die Teilnahme an der Maßnahme nicht erforderlich. <br/>Ausnahmeregelungen erfolgen in Abstimmung mit dem JC/der Arbeitsagentur oder der optierenden Kommune. Grundlegende Deutschsprachkenntnisse (Niveau A2 GER) werden vorausgesetzt.</p>,bildungsanbieter,not sent,https://www.lernstudio-barbarossa.de/weiterbildung/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=S-2370-6
"Kaufmann, Kauffrau für Büromanagement - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kaufmann-kauffrau-bueromanagement/?utm_campaign=weiterbildung&utm_source=kursnet
"Vorbereitung auf eine IT-Umschulung - mit Schwerpunkt auf den drei IT-Grundlagenfächern, für Quereinsteiger mit vorbereitendem Grundlagenmodul",IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Niveau Deutsch B2 und Englisch B1.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>,bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/ZU-E-4003-2?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=ZU-E-4003-2
"Seniorenbetreuer:in - Aufbaukurs für Betreuungskraft nach §§ 43b, 53b SGB XI",Bildungswerk der nordhessischen Wirtschaft gemeinnützige GmbH,online-akademie@bwnw.de,"<p>Dieses Modul setzt eine abgeschlossene Weiterbildung als Betreuungskraft gemäß§§ 43b, 53b SGB XI voraus.</p>",bildungsanbieter,not sent,https://www.bwnw.de/fuer-menschen/arbeitsuchende/online-weiterbildungsangebote/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=P-3904-2#/kurs-fuer-arbeitssuchende/P-3904-2
"Seniorenbetreuer:in - Aufbaukurs für Betreuungskraft nach §§ 43b, 53b SGB XI",Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,viona@lernstudio-barbarossa.de,"<p>Dieses Modul setzt eine abgeschlossene Weiterbildung als Betreuungskraft gemäß§§ 43b, 53b SGB XI voraus.</p>",bildungsanbieter,not sent,https://www.lernstudio-barbarossa.de/weiterbildung/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=P-3904-2
Immobilienkaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-immobilienkaufmann-immobilienkauffrau/?utm_campaign=weiterbildung&utm_source=kursnet
"Vorbereitung auf eine Umschulung (kaufmännisch, Lagerlogistik, Schutz und Sicherheit) mit Sprachfestigung auf Englisch A2/ B1-Niveau und Einführung in die Buchführung",Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,viona@lernstudio-barbarossa.de,<p>Vorausgesetzt werden Deutschkenntnisse auf dem Sprachniveau B1.1. sowie gute Kenntnisse im Umgang mit dem PC und MS Office.</p>,bildungsanbieter,not sent,https://www.lernstudio-barbarossa.de/weiterbildung/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=ZU-K-4041-1
"Kaufmann, Kauffrau für Büromanagement - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kaufmann-kauffrau-bueromanagement/?utm_campaign=weiterbildung&utm_source=kursnet
Vorbereitungskurs kaufmännische / betriebswirtschaftliche Umschulung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Mindestens Hauptschulabschluss oder vergleichbaren Schulabschluss.</li><li> Interesse für den kaufmännichen Bereich.</li><li> Deutsch in Wort und Schrift.</li><li> Grundlegende PC-Kenntnisse.</li><li> Ein internes Auswahlverfahren im Rahmen eines Fachgespräches ist mit ""gut geeignet"" zu bestehen.</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit dem COMCAVE.COLLEGE® und dem Kostenträger möglich.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand von Lebenslauf, Zeugnissen und Zertifikaten, bzw. einer Eignungsfeststellung im Rahmen eines ausführlichen persönlichen Fachgespräches geprüft.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitung-kaufmaennische-umschulung/?utm_campaign=weiterbildung&utm_source=kursnet
"Alltagsbegleiter - Betreuungskraft nach § 43b, 53c SGB XI",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/alltagsbegleiter-betreuungskraft-43b-53c/?utm_campaign=weiterbildung&utm_source=kursnet
Schwesternhelfer / Pflegehelfer zum Betreuungsassistent mit eingeschränkter Alltagskompetenz nach §53b SGB XI,TERTIA Berufsförderung GmbH & Co. KG,schnittstelle@tertia.de,keine Angabe,bildungsanbieter,not sent,https://www.tertia.de/tobi_betreuungsassistentin/
Erwerb von Grundkompetenzen - IT-Kompetenz (Microsoft Word - Textverarbeitung und Microsoft PowerPoint - Präsentationen),Lernstudio Barbarossa/MegaKids Fortbildungs GmbH,viona@lernstudio-barbarossa.de,"<p>Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für eine Teilnahme nicht erforderlich. Um unser Angebot individuell auf Ihre Bedürfnisse zuschneiden zu können, führen wir mit Ihnen vorab ein persönliches Beratungsgespräch. Ausnahmeregelungen erfolgen in Abstimmung mit dem Jobcenter bzw. der Arbeitsagentur oder der optierenden Kommune.</p>",bildungsanbieter,not sent,https://www.lernstudio-barbarossa.de/weiterbildung/?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=S-2368-J-5
Vermittlung digitaler Grundkenntnisse,Akademie Überlingen,kursnet-management@a-ue.de,<ul><li>Kenntnisse in Deutsch in Wort und Schrift</li><li>Motivation zum Erwerb oder der Auffrischung digitaler Grundkompetenzen</li><li>Voraussetzungen zur Begründung der Durchführung in Teilzeit</li></ul>,bildungsanbieter,not sent,https://akademie-ueberlingen.de/kurs-basisdaten/vermittlung-digitaler-grundkenntnisse/?mtm_campaign=Kursnet&mtm_kwd=VDK
Vorbereitungskurs auf eine medieninformationstechnische Umschulung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Mindestens Hauptschulabschluss oder vergleichbaren Schulabschluss.</li><li> Interesse für den IT oder medieninformationstechnischen Bereich.</li><li> Deutsch in Wort und Schrift.</li><li> Grundlegende PC-Kenntnisse.</li><li> Ein internes Auswahlverfahren im Rahmen eines Fachgespräches ist mit ""gut geeignet"" zu bestehen.</li></ul><p>Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers, Ausnahmen sind in Absprache mit dem COMCAVE.COLLEGE® und dem Kostenträger möglich.<br/>Die beruflichen und schulischen Zugangsvoraussetzungen werden anhand von Lebenslauf, Zeugnissen und Zertifikaten, bzw. einer Eignungsfeststellung im Rahmen eines ausführlichen persönlichen Fachgespräches geprüft.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitung-umschulung-weiterbildung-it-bereich/?utm_campaign=weiterbildung&utm_source=kursnet
Veranstaltungskaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-auf-ihk-pruefung-veranstaltungskauffrau-veranstaltungskaufmann/?utm_campaign=weiterbildung&utm_source=kursnet
"Kauffrau, Kaufmann E-Commerce - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kaufmann-kauffrau-ecommerce/?utm_campaign=weiterbildung&utm_source=kursnet
Vorbereitung auf eine Mediengestalter-Umschulung - Schwerpunkt: Tools in der Mediengestaltung - Kompakt,IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Besondere Teilnahmevoraussetzungen sind nicht nötig, da die konkreten Inhalte und Schwerpunkte individuell auf jeden Teilnehmer, seinen Bedarf und seine Vorkenntnisse abgestimmt werden.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/ZU-X-4411-1?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=ZU-X-4411-1
"Kauffrau, Kaufmann für Groß- und Außenhandelsmanagement (Großhandel) - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kauffrau-kaufmann-gross-aussenhandelsmanagement-grosshandel/?utm_campaign=weiterbildung&utm_source=kursnet
"Kauffrau, Kaufmann für IT System Management - Vorbereitung auf die IHK Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kauffrau-kaufmann-it-system-management/?utm_campaign=weiterbildung&utm_source=kursnet
"Kaufmann, Kauffrau für Büromanagement - Vorbereitung auf die IHK-Prüfung",COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-kaufmann-kauffrau-bueromanagement/?utm_campaign=weiterbildung&utm_source=kursnet
Erwerb von Grundkompetenzen - IT-Kompetenz (Microsoft Word - Textverarbeitung und Microsoft PowerPoint - Präsentationen),TERTIA Berufsförderung GmbH & Co. KG,info@tertia.de,"<p>Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für eine Teilnahme nicht erforderlich. Um unser Angebot individuell auf Ihre Bedürfnisse zuschneiden zu können, führen wir mit Ihnen vorab ein persönliches Beratungsgespräch. Ausnahmeregelungen erfolgen in Abstimmung mit dem Jobcenter bzw. der Arbeitsagentur oder der optierenden Kommune.</p>",bildungsanbieter,not sent,https://www.viona.online/kursdetail/s-2368-j?utm_source=Kursnet&utm_campaign=Kursnet&utm_medium=Link_Kurs&utm_term=S-2368-J-5_TERTIA
Erwerb von Grundkompetenzen - IT-Kompetenz (PC - Computer Grundlagen und Microsoft Word - Textverarbeitung),IBB Institut für Berufliche Bildung GmbH,kundencenter-kursnet@ibb.com,"<p>Bestimmte berufliche Vorkenntnisse oder Erfahrungen sind für eine Teilnahme nicht erforderlich. Um unser Angebot individuell auf Ihre Bedürfnisse zuschneiden zu können, führen wir mit Ihnen vorab ein persönliches Beratungsgespräch. Ausnahmeregelungen erfolgen in Abstimmung mit dem Jobcenter bzw. der Arbeitsagentur oder der optierenden Kommune.</p><p>Allen Interessierten stehen wir in einem persönlichen Gespräch zur Abklärung ihrer individuellen Teilnahmevoraussetzungen zur Verfügung.</p>",bildungsanbieter,not sent,https://www.ibb.com/kurs-fuer-arbeitssuchende/S-2368-K-6?utm_source=Kursnet&utm_medium=Link_Kurs&utm_campaign=Kursnet&utm_term=S-2368-K-6
Immobilienkaufmann - Vorbereitung auf die IHK-Prüfung,COMCAVE.COLLEGE GmbH,anfrage@comcave.com,"<ul><li> Die Zulassung zur IHK-Abschlussprüfung muss vorliegen.</li><li> Deutsch in Wort und Schrift.</li><li> Persönliches Eignungsgespräch im Rahmen der Fachberatung.</li></ul><p>Ausnahmen sind in Absprache mit COMCAVE und dem jeweiligen Kostenträger, zum Beispiel der Agentur für Arbeit oder dem Jobcenter, möglich. Des Weiteren gelten die Zugangsvoraussetzungen des Kostenträgers.</p>",bildungsanbieter,not sent,https://www.comcave.de/weiterbildung/bewerbungstraining-vorbereitung/vorbereitungskurse/vorbereitung-ihk-pruefung-immobilienkaufmann-immobilienkauffrau/?utm_campaign=weiterbildung&utm_source=kursnet
Wirtschaftsgymnasium - Profil Wirtschaft (WGW) (Allgemeine Hochschulreife und berufliche Grundqualifikation),Kaufmännische Schulen 1,info@ks1-vs.de,"<ul><li>Realschulabschluss mit einem Mindestdurchschnitt aus den Fächern Deutsch, Englisch, Mathematik von 3,0 (Kein Fach darf schlechter als 4,0 sein.)</li><li>Versetzung nach Klasse 11 bzw. beim G8: Versetzung nach Klasse 10 (für Gymnasiasten/Gymnasiastinnen)</li></ul>",bildungsanbieter,not sent,https://www.ks1-vs.de/index.php?id=27
